event_uid,chunk_id,chunk_text,titre,description,date,lieu,ville,latitude,longitude,type_evenement
39389757,39389757_0,"Événement : Jeu : Que nous racontent les œuvres ?. Les familles sont invitées à faire une partie de jeu de cartes permettant d'analyser les œuvres et de recueillir leurs impressions face à celles-ci. Date : 23/05/2026. Lieu : Musée de la Chartreuse, Douai.",Jeu : Que nous racontent les œuvres ?,Les familles sont invitées à faire une partie de jeu de cartes permettant d'analyser les œuvres et de recueillir leurs impressions face à celles-ci.,23/05/2026,Musée de la Chartreuse,Douai,50.374647,3.0751,
64696095,64696095_0,"Événement : Concours Musée(emportable) : diffusion des films des élèves ayant participés au concours national 2025-2026.. Concours Musée(emportable) : diffusion des films inscrits au concours national. Date : 23/05/2026. Lieu : Musée d'art et d'histoire Saint-Léger, Soissons.",Concours Musée(emportable) : diffusion des films des élèves ayant participés au concours national 2025-2026.,Concours Musée(emportable) : diffusion des films inscrits au concours national.,23/05/2026,Musée d'art et d'histoire Saint-Léger,Soissons,49.384539,3.327233,
62125101,62125101_0,"Événement : Exposition René Leleu (1911-1984) - Statuaire. Visites flash (15 min) à 18h, 18h45, 19h55, 20h40, 21h30 et 22h. Date : 23/05/2026. Lieu : Musée du Mont-de-Piété, Bergues.",Exposition René Leleu (1911-1984) - Statuaire,"Visites flash (15 min) à 18h, 18h45, 19h55, 20h40, 21h30 et 22h.",23/05/2026,Musée du Mont-de-Piété,Bergues,50.969087,2.430391,
10236080,10236080_0,"Événement : Nuit européenne des musées | Visite libre du musée. Venez visiter le musée à la nuit tombée ! Date : 23/05/2026. Lieu : Musée Alexandre Dumas, Villers-Cotterêts. Catégorie : {'fr': ['dumas', 'littérature', 'histoire', 'art', 'nuit', 'musée', 'visite']}.",Nuit européenne des musées | Visite libre du musée,Venez visiter le musée à la nuit tombée !,23/05/2026,Musée Alexandre Dumas,Villers-Cotterêts,49.252978,3.089565,"{'fr': ['dumas', 'littérature', 'histoire', 'art', 'nuit', 'musée', 'visite']}"
21609272,21609272_0,"Événement : Jeux flamands dans le jardin du musée. Amusez-vous avec les jeux flamands dans le jardin intérieur et intimiste du musée. Date : 23/05/2026. Lieu : Musée Benoît-De-Puydt, Bailleul.",Jeux flamands dans le jardin du musée,Amusez-vous avec les jeux flamands dans le jardin intérieur et intimiste du musée.,23/05/2026,Musée Benoît-De-Puydt,Bailleul,50.740715,2.734399,
22090127,22090127_0,"Événement : Air La vie secrète des chauves-souris. La Nuit des Musées ! Date : 23/05/2026. Lieu : Musee de plein air, Villeneuve-d'Ascq.",Air La vie secrète des chauves-souris,La Nuit des Musées !,23/05/2026,Musee de plein air,Villeneuve-d'Ascq,50.617667,3.173332,
24142109,24142109_0,"Événement : Des sabots dans le Château. Présentation, démonstration, vous allez tout apprendre de l'art du sabotier et de la fabrication de ces chaussures traditionnelles en bois ! Date : 23/05/2026. Lieu : Château Fort de Guise, Guise.",Des sabots dans le Château,"Présentation, démonstration, vous allez tout apprendre de l'art du sabotier et de la fabrication de ces chaussures traditionnelles en bois !",23/05/2026,Château Fort de Guise,Guise,49.898049,3.623281,
29019865,29019865_0,"Événement : Ouverture du Musée. Pourquoi s'engager en Résistance, par quels moyens ? Comment s'organise la Résistance et quels sont les risques encourus ? Profitez de la Nuit des Musées pour découvrir l'histoire du Fort de Bondues… Date : 23/05/2026. Lieu : Musée de la Résistance de Bondues - Fort de Bondues, Bondues.",Ouverture du Musée,"Pourquoi s'engager en Résistance, par quels moyens ? Comment s'organise la Résistance et quels sont les risques encourus ? Profitez de la Nuit des Musées pour découvrir l'histoire du Fort de Bondues…",23/05/2026,Musée de la Résistance de Bondues - Fort de Bondues,Bondues,50.693244,3.088252,
31538570,31538570_0,"Événement : Les rapaces nocturnes de Thiérache. Chouette ou hibou ? Moyen ou grand duc ? que mangent-ils ? où vivent-ils ? Date : 23/05/2026. Lieu : Château Fort de Guise, Guise.",Les rapaces nocturnes de Thiérache,Chouette ou hibou ? Moyen ou grand duc ? que mangent-ils ? où vivent-ils ?,23/05/2026,Château Fort de Guise,Guise,49.898049,3.623281,
38112510,38112510_0,"Événement : Visite nocturne. ### Découvrez nos liens d’amitiés avec l’Australie depuis la bataille de Villers-Bretonneux le 25 avril 1918 et la 1ère Guerre mondiale, à travers la collection du musée Franco-Australien situé dans … Date : 23/05/2026. Lieu : Musée Franco-Australien, Villers-Bretonneux.",Visite nocturne,"### Découvrez nos liens d’amitiés avec l’Australie depuis la bataille de Villers-Bretonneux le 25 avril 1918 et la 1ère Guerre mondiale, à travers la collection du musée Franco-Australien situé dans …",23/05/2026,Musée Franco-Australien,Villers-Bretonneux,49.86625,2.516929,
44067549,44067549_0,"Événement : Diffusion exclusive du documentaire australien; Yaluu (A bientôt). Yaluu (A Bientôt) est un documentaire de 27 minutes qui suit Peter Milliken sur les traces de son arrière-grand-oncle, le soldat aborigène Pte. William Allen Irwin DCM. Date : 23/05/2026. Lieu : Centre Sir John Monash, Fouilloy.",Diffusion exclusive du documentaire australien; Yaluu (A bientôt),"Yaluu (A Bientôt) est un documentaire de 27 minutes qui suit Peter Milliken sur les traces de son arrière-grand-oncle, le soldat aborigène Pte. William Allen Irwin DCM.",23/05/2026,Centre Sir John Monash,Fouilloy,49.900896,2.503611,
49650614,49650614_0,"Événement : Hommage à Auguste Herbin. Soixante-dix ans après la donation d’Auguste Herbin, le musée lui consacre du 23 mai au 20 septembre 2026 une exposition qui revient sur une œuvre pensée comme un langage. Figure majeure de Herbin »,… Date : 23/05/2026. Lieu : Musée Matisse, Le Cateau-Cambrésis.",Hommage à Auguste Herbin,"Soixante-dix ans après la donation d’Auguste Herbin, le musée lui consacre du 23 mai au 20 septembre 2026 une exposition qui revient sur une œuvre pensée comme un langage. Figure majeure de Herbin »,…",23/05/2026,Musée Matisse,Le Cateau-Cambrésis,50.106243,3.54107,
50117599,50117599_0,"Événement : Ils sont là pour vous ! Médiation en salle. Collections Matisse, Tériade & Herbin / exposition temporaire PhotoSensible Date : 23/05/2026. Lieu : Musée Matisse, Le Cateau-Cambrésis.",Ils sont là pour vous ! Médiation en salle,"Collections Matisse, Tériade & Herbin / exposition temporaire PhotoSensible",23/05/2026,Musée Matisse,Le Cateau-Cambrésis,50.106243,3.54107,
53386106,53386106_0,"Événement : Guise : mille ans d’histoire au cœur d’une forteresse européenne. Guise, verrou sur la vallée de l'Oise, doit à sa situation d'être, du Xe au XXe siècle, une forteresse au cœur des événements européens. Mille ans d'Histoire ont construit ce site unique en Europe. ;… Date : 23/05/2026. Lieu : Château Fort de Guise, Guise.",Guise : mille ans d’histoire au cœur d’une forteresse européenne,"Guise, verrou sur la vallée de l'Oise, doit à sa situation d'être, du Xe au XXe siècle, une forteresse au cœur des événements européens. Mille ans d'Histoire ont construit ce site unique en Europe. ;…",23/05/2026,Château Fort de Guise,Guise,49.898049,3.623281,
58931095,58931095_0,"Événement : HORIZON - Vernissage. HORIZON Date : 23/05/2026. Lieu : Musée Opale Sud, Berck.",HORIZON - Vernissage,HORIZON,23/05/2026,Musée Opale Sud,Berck,50.405092,1.567687,
63869430,63869430_0,"Événement : Visite guidée : explorez un site unique du château médiéval à la forteresse bastionnée. Guise, verrou sur la vallée de l’Oise, doit à sa situation géographique d’être, du Xe au XXe siècle, une forteresse au cœur des événements européens. Mille ans d’Histoire ont construit ce site unique… Date : 23/05/2026. Lieu : Château Fort de Guise, Guise.",Visite guidée : explorez un site unique du château médiéval à la forteresse bastionnée,"Guise, verrou sur la vallée de l’Oise, doit à sa situation géographique d’être, du Xe au XXe siècle, une forteresse au cœur des événements européens. Mille ans d’Histoire ont construit ce site unique…",23/05/2026,Château Fort de Guise,Guise,49.898049,3.623281,
70396171,70396171_0,"Événement : DÉTOURS - Loin du Bercail. DÉTOURS Date : 23/05/2026. Lieu : Musée Opale Sud, Berck.",DÉTOURS - Loin du Bercail,DÉTOURS,23/05/2026,Musée Opale Sud,Berck,50.405092,1.567687,
86227419,86227419_0,"Événement : Jeux picards au Château !. En partenariat avec les Francas de l'Aisne, vous pourrez découvrir et vous initier à des jeux picards dans le Château : ) Date : 23/05/2026. Lieu : Château Fort de Guise, Guise.",Jeux picards au Château !,"En partenariat avec les Francas de l'Aisne, vous pourrez découvrir et vous initier à des jeux picards dans le Château : )",23/05/2026,Château Fort de Guise,Guise,49.898049,3.623281,
99611165,99611165_0,"Événement : Lectures de récits en picard. En partenariat avec la Bibliothèque municipale de Guise, vous assisterez à la lecture de textes et récits en picard ; tout en vous initiant à l'apprentissage de quelques mots de vocabulaire de cette… Date : 23/05/2026. Lieu : Château Fort de Guise, Guise.",Lectures de récits en picard,"En partenariat avec la Bibliothèque municipale de Guise, vous assisterez à la lecture de textes et récits en picard ; tout en vous initiant à l'apprentissage de quelques mots de vocabulaire de cette…",23/05/2026,Château Fort de Guise,Guise,49.898049,3.623281,
11535310,11535310_0,"Événement : Visites des réserves. Comme dans un théâtre, le musée possède des coulisses : ce sont ses réserves, dans lesquelles les acteurs du musée conservent, nettoient et étudient. À l’occasion de la Nuit des musées, découvrez cet… Date : 23/05/2026. Lieu : Louvre-Lens, Lens.",Visites des réserves,"Comme dans un théâtre, le musée possède des coulisses : ce sont ses réserves, dans lesquelles les acteurs du musée conservent, nettoient et étudient. À l’occasion de la Nuit des musées, découvrez cet…",23/05/2026,Louvre-Lens,Lens,50.432339,2.804841,
92328931,92328931_0,"Événement : Ateliers de création. Seul, entre amis ou en famille, venez réaliser votre création : confection d’une coiffe inspirée des motifs orientaux pour aller danser, réalisation d’une carte en transparence, participation à une à… Date : 23/05/2026. Lieu : Louvre-Lens, Lens.",Ateliers de création,"Seul, entre amis ou en famille, venez réaliser votre création : confection d’une coiffe inspirée des motifs orientaux pour aller danser, réalisation d’une carte en transparence, participation à une à…",23/05/2026,Louvre-Lens,Lens,50.432339,2.804841,
51458179,51458179_0,"Événement : Visites flash des expositions en cours. Départ chaque demi-heure entre 18h00 et 21h30. Date : 23/05/2026. Lieu : FRAC Grand Large - Hauts-de-France, Dunkerque.",Visites flash des expositions en cours,Départ chaque demi-heure entre 18h00 et 21h30.,23/05/2026,FRAC Grand Large - Hauts-de-France,Dunkerque,51.047548,2.377911,
60344800,60344800_0,"Événement : Atelier Ouvert : Le moment décisif… de ton album !. Proposé autour de la collection Matisse et de l’exposition temporaire PhotoSensible Date : 23/05/2026. Lieu : Musée Matisse, Le Cateau-Cambrésis.",Atelier Ouvert : Le moment décisif… de ton album !,Proposé autour de la collection Matisse et de l’exposition temporaire PhotoSensible,23/05/2026,Musée Matisse,Le Cateau-Cambrésis,50.106243,3.54107,
21949990,21949990_0,"Événement : Entre mots et mémoire : Camille et Paul Claudel en scène. La Maison de Camille et Paul Claudel vous invite à découvrir les impromptus de la compagnie [Seizième étage](https://seizieme-etage.fr/), pour la Nuit des Musées 2026 qui se déroulera le samedi 23 la… Date : 23/05/2026. Lieu : Maison Camille et Paul Claudel, Villeneuve-sur-Fère.",Entre mots et mémoire : Camille et Paul Claudel en scène,"La Maison de Camille et Paul Claudel vous invite à découvrir les impromptus de la compagnie [Seizième étage](https://seizieme-etage.fr/), pour la Nuit des Musées 2026 qui se déroulera le samedi 23 la…",23/05/2026,Maison Camille et Paul Claudel,Villeneuve-sur-Fère,49.177645,3.473667,
40323771,40323771_0,"Événement : Camille Desmoulins : immersion guidée dans la vie d’un grand révolutionnaire. Visite guidée du Musée dédié au célèbre révolutionnaire guisard, Camille Desmoulins Date : 23/05/2026. Lieu : Halle Marie de Lorraine, Guise.",Camille Desmoulins : immersion guidée dans la vie d’un grand révolutionnaire,"Visite guidée du Musée dédié au célèbre révolutionnaire guisard, Camille Desmoulins",23/05/2026,Halle Marie de Lorraine,Guise,49.898937,3.625625,
57785408,57785408_0,"Événement : Découverte des collections. Déambulation dans l’école-musée et le jardin Date : 23/05/2026. Lieu : École-Musée de Boulogne-sur-Mer, Boulogne-sur-Mer.",Découverte des collections,Déambulation dans l’école-musée et le jardin,23/05/2026,École-Musée de Boulogne-sur-Mer,Boulogne-sur-Mer,50.722355,1.611029,
88967146,88967146_0,"Événement : Visites, ateliers et autres surprises autour de l'exposition « La jeunesse des autres » de Christiane Eisler. Vivez une soirée pas comme les autres au CRP/ ! Date : 23/05/2026. Lieu : CRP / Centre régional de la photographie Hauts-de-France, Douchy-les-Mines.","Visites, ateliers et autres surprises autour de l'exposition « La jeunesse des autres » de Christiane Eisler",Vivez une soirée pas comme les autres au CRP/ !,23/05/2026,CRP / Centre régional de la photographie Hauts-de-France,Douchy-les-Mines,50.300889,3.385825,
2680150,2680150_0,"Événement : « Invasion nocturne » - jeu de rôle. 🌙\[NUIT DES MUSEES : JEU DE RÔLE-INVASION NOCTURNE\]🌙 Date : 23/05/2026. Lieu : CIAP - Centre d'Interprétation de l'Architecture et du Patrimoine d'Amiens Métropole, Amiens.",« Invasion nocturne » - jeu de rôle,🌙\[NUIT DES MUSEES : JEU DE RÔLE-INVASION NOCTURNE\]🌙,23/05/2026,CIAP - Centre d'Interprétation de l'Architecture et du Patrimoine d'Amiens Métropole,Amiens,49.895163,2.30133,
